Sector,Nombre de la empresa,comarca,correo electrónico,teléfono,persona de contacto,cargo,página web,dinamizador
Informática,Informática del Carmen,Costa Del Sol,info@informaticadelcarmen.com,952 80 12 34,,,,
Informática,Redes y Sistemas Estepona,Costa Del Sol,redes@redesestepona.es,,,,,
Informática,Soporte IT Estepona Local,Costa Del Sol,it@soportelocalestepona.com,,,,,
Informática,Estepona Web & App Dev,Costa Del Sol,,,,,,
Informática,Soluciones Tecnológicas Estepona,Costa Del Sol,info@solucionesestepona.es,951 97 73 80,,,,
Informática,Ciberseguridad Estepona,Costa Del Sol,security@ciberestepona.com,687 55 44 33,,,,
Informática,Mantenimiento Informático Costa Sol,Costa Del Sol,mantenimiento@infocostasol.es,600 11 22 33,,,,
Informática,Informática Infobyte,Costa Del Sol,,952 78 42 16,,,,
Informática,ISB Informática,Costa Del Sol,administracion@isbinformatica.com,,,,,
Informática,MR Informática San Pedro,Costa Del Sol,info@mrinformatica.com,655 66 77 88,,,,
Informática,San Pedro Tech Hub,Costa Del Sol,hub@sanpedrotech.es,,,,,
Informática,PC Doctor San Pedro,Costa Del Sol,,600 00 22 84,,,,
Informática,Soporte Digital San Pedro,Costa Del Sol,info@soportesanpedro.com,952 78 12 34,,,,
Informática,Sistemas San Pedro IT,Costa Del Sol,it@sistemassanpedro.es,,,,,
Informática,Redes Inalámbricas San Pedro,Costa Del Sol,wifi@redessanpedro.com,,,,,
Informática,Informática Marbella,Costa Del Sol,info@informaticamarbella.com,952 77 15 28,,,,
Informática,Pctech Informática,Costa Del Sol,,952 82 12 11,,,,
Informática,Q2BSTUDIO Consultoría,Costa Del Sol,hello@q2bstudio.com,952 90 61 24,,,,
Informática,Einge Empresa de Informática,Costa Del Sol,einge@einge.com,952 82 72 22,,,,
Informática,AG Network System,Costa Del Sol,info@agnetwork.es,,,,,
Informática,Kibo Studios Technology,Costa Del Sol,info@kibostudios.com,952 90 00 11,,,,
Informática,Volaria AI Marbella,Costa Del Sol,hello@volaria.ai,,,,,
Informática,RavenPack Big Data,Costa Del Sol,info@ravenpack.com,952 90 73 90,,,,
Informática,DeepWorq AI Marbella,Costa Del Sol,contact@deepworq.com,,,,,
Informática,Agostudio Diseño Web,Costa Del Sol,,952 82 12 11,,,,
Informática,Marbella SEO Agency,Costa Del Sol,seo@marbellaseo.agency,952 77 36 32,,,,
Informática,Admiral Media,Costa Del Sol,,952 90 61 24,,,,
Informática,Soporte IT Empresas Marbella,Costa Del Sol,it@soporteempresasmarbella.es,951 56 04 22,,,,
Informática,Marbella Cloud Consulting,Costa Del Sol,cloud@marbellaconsulting.com,,,,,
Informática,Cyber Marbella Security,Costa Del Sol,security@cybermarbella.com,,,,,
Informática,Marbella Tech Group Solutions,Costa Del Sol,info@mtgsolutions.com,,,,,
Informática,Digital Costa Innovation,Costa Del Sol,innovation@digitalcosta.es,952 90 61 24,,,,
Informática,Software a Medida Marbella,Costa Del Sol,software@marbellasolutions.es,951 27 71 80,,,,
Informática,Marbella App Development,Costa Del Sol,apps@marbelladev.com,634 15 32 32,,,,
Informática,Sistemas Informáticos Golden Mile,Costa Del Sol,it@goldenmileit.com,,,,,
Informática,Puerto Banús IT Support,Costa Del Sol,support@puertobanusit.com,644 25 21 00,,,,
Informática,Marbella Coding Experts,Costa Del Sol,code@marbellacoding.es,,,,,
Informática,Consultoría Tecnológica Pymes Marbella,Costa Del Sol,pymes@consultoriamarbella.com,951 56 04 22,,,,
Informática,Hard & Soft Marbella,Costa Del Sol,info@hardandsoftmarbella.com,,,,,
Informática,Informática San Pedro Alcántara,Costa Del Sol,info@informaticasanpedro.com,952 78 42 16,,,,
Informática,Estepona Digital Solutions,Costa Del Sol,contacto@esteponadigital.es,951 97 73 80,,,,
Informática,Marbella Computer Services,Costa Del Sol,support@marbellacomputerservices.com,952 77 36 32,,,,
Informática,Tech Support Estepona,Costa Del Sol,it@techsupportestepona.es,,,,,
Informática,Sabinillas Online,Costa Del Sol,info@sabinillasonline.com,,,,,
Informática,Costa del Sol Web & IT,Costa Del Sol,hello@costadelsol-it.com,,,,,
Informática,Marbella Systems Administration,Costa Del Sol,admin@marbellasystems.es,951 56 04 22,,,,
Informática,Informática Casares Costa,Costa Del Sol,info@casaresinformatica.com,644 43 18 20,,,,
Informática,San Pedro Data Recovery,Costa Del Sol,data@sanpedrorecovery.com,,,,,
Informática,Estepona IT Group,Costa Del Sol,group@esteponait.es,,,,,
Informática,Marbella Network Solutions,Costa Del Sol,info@marbellanetwork.com,952 82 72 22,,,,
Informática,Digital Marketing Marbella IT,Costa Del Sol,marketing@marbellait.es,634 15 32 32,,,,
Informática,Soporte Técnico Puerto Banús,Costa Del Sol,soporte@pbanus-it.com,,,,,
Informática,Manilva Software Solutions,Costa Del Sol,software@manilvasolutions.es,,,,,
Informática,Marbella Cyber Security Experts,Costa Del Sol,security@marbellacyber.com,952 90 61 24,,,,
Informática,Estepona Hardware Repair,Costa Del Sol,repair@esteponahardware.es,952 79 17 01,,,,
Informática,Cloud Services San Pedro,Costa Del Sol,cloud@sanpedroservices.com,,,,,
Informática,Marbella Smart Home & IT,Costa Del Sol,smart@marbellasmarthome.es,633 44 22 11,,,,
Informática,Costa IT Consultants,Costa Del Sol,consultants@costait.es,,,,,
Informática,Informática Sabanillas,Costa Del Sol,info@informaticasabinillas.es,952936359,,,,
Informática,GV Informática,Costa Del Sol,manolo@gvinformatica.comn,646833056,,,,
Informática,Benalmatica informatica,Costa Del Sol,,691574302,,,,
Informática,Computer Store,Costa Del Sol,cstore@benalnova.com,952567551/630500394,,,,
Informática,Tienda CPU,Costa Del Sol,atc@tiendacpu.com,952373951,,,,
Informática,Max Sur,Costa Del Sol,,952383635,,,,
Informática,aj Systems,Costa Del Sol,,,,,,
Informática,Futuro Informatica,Costa Del Sol,info@futuroinformatica.com,951464351,,,,
Informática,globatika Tech,Costa Del Sol,,900525715,,,,
Informática,ser phone,Costa Del Sol,,952036814,,,,
Informática,dinacon,Costa Del Sol,hola@factoriabiz.com,951923301,,,,
Informática,Rambo Telecom,Costa Del Sol,,952375048/622504800,,,,
Informática,prestalink,Costa Del Sol,info@prestalink.es,622408175,,,,
Informática,neotecnio sistemas Málaga S.L.,Costa Del Sol,,640276630,,,,
Imagen personal,"Alquilavisual, S.L.",,adel@alquilavisual.es,625134686,Ádel Kháder,Director,,
Imagen personal,PH PELUQUEROS DEL DEPORTE ,,phpeluqueros@gmail.com,680951438,JAVIER GONZÁLEZ ,CO-FUNDADOR ,,
Imagen personal,"Mundo Management, s.a.",,Jcuadra@bazardelcineista.com,605423707,Javier Cuadra Lara,Representante empresa,,
Imagen personal,Quirosan Wellness,,sevi@grupomundo.es,607553144,"Juan Antonio Fernández ""sevi""",responsable técnico,,
Imagen personal,Salón Mar Cobos S.L.,,quirosanwellness@gmail.com,644694589,"Sandra García Estébanez
Juan Manuel Carrera Torres","Gerente
Socio",,
Imagen personal,Mónica Garceau L’Atelier,,salonmarcobos@gmail.com,657663910,Mar Cobos,Gerente,,
Imagen personal,NB Láser,,, 635 87 09 51,Mónica Garceau,Gerente,,
Mantenimiento de vehículos y fabricación mecánica,FEDAMA,,,,Noemí Pérez Muñoz,Gerente,,
Mantenimiento de vehículos y fabricación mecánica,SSG MALAGA,,fgutierrez@fedama.com,651869845,Franchesca Gutierrez Garcia,Vicepresidenta ejecutiva-secrearia general,,
Mantenimiento de vehículos y fabricación mecánica,La solución del automovil,,smoreno@aptra.es,951311494,Maria Fuensanta Pinheiro,Secretaria Tecnica,,
Mantenimiento de vehículos y fabricación mecánica,Midas Silenciador,,JMIGUEL.TORRES@ATRIASERVICIOS.COM,661017383,JOSE MIGUEL TORRES,JEFE DE LOGISTICA Y TALLERES,,
Mantenimiento de vehículos y fabricación mecánica,Veiasa (ITV),,silva22r6@gmail.com,602554129,Juan Silva ,CEO,,
Mantenimiento de vehículos y fabricación mecánica,Autovisa,,pvillalba@midas.es,626623133,José Antonio Villalba Aguilar,Delegado de Zona,,
Mantenimiento de vehículos y fabricación mecánica,Asociación Malagueña de Automoción ,,psanchez@veiasa.es,607504198,Pablo José Sánchez Morales,Jefa de Formación y Técnico de formación,,
Mantenimiento de vehículos y fabricación mecánica,S.A Malagueña de automoción ,,Jpena@onemotors.es,660489351,Juan Peña,Director Negocio,,
Mantenimiento de vehículos y fabricación mecánica,"Talleres y Grúas Villarosa, S.L.",,automocionmalaga@automocionmalaga.com,679975888,Rocío Piñeiro Alvarez y Juan Peña Clavijo,Gerente y Vicepresidente,,
Mantenimiento de vehículos y fabricación mecánica,CBN MOTOR PTA S.L,,marinazamora@samagoaz.com,629568256,Joaquín Ruiz ,Jefe pos venta ,,
Mantenimiento de vehículos y fabricación mecánica,"Talleres Torremolinos,sl",,g.t.villarosa@hotmail.es,622 29 30 48 - 607 83 33 74,Joaquín Gómez Cabrera,Jefe taller,,
Mantenimiento de vehículos y fabricación mecánica,TALLERES NARVAEZ S.L.,,sbmmalaguita@hotmail.com,625722029,SALVADOR BERLANGA MORON ,DUEÑO,,
Mantenimiento de vehículos y fabricación mecánica,TORCAL FP,,idelapascua@malaga.eu,951928496,Área de Educación y Fomento del Empleo,Concejala de Educación y Fomento del Empleo y Asesora de Educación,,
Mantenimiento de vehículos y fabricación mecánica,MALAGA SERVICE AUTOMOCION S.L.,,tallerestorremolinos@gmail.com,640951935,Ouarda,Gerente ,,
Mantenimiento de vehículos y fabricación mecánica,Asociación DYAR,,info@nrzmotor.com,661726146,JUAN ANTONIO NARVAEZ,JEFE TALLER,,
Mantenimiento de vehículos y fabricación mecánica,cloudglobal.s.l. ,,,,,,,
Mantenimiento de vehículos y fabricación mecánica,Hispasec Sistemas,,,,,,,
Mantenimiento de vehículos y fabricación mecánica,Decentralized Security S.L.,,jonathan.ph@dyar.es,623945799,Jonathan Ponce de Haro,Técnico de empleo,,
Informática,Agencia Digital de Andalucía,,ludovico@cloudglobal.eu,617326622,Ludovico Lopez ,Ceo,,
Informática,Integran Cloud Solutions SL,,lmiguel@hispasec.com,618910950,Luciano Miguel Tobaria,Responsable de I+D,,
Informática,Andaluz.IA,,deborah.benitez@dekra.com,699927577,Déborah Mata Benítz 75756006D,Técnico de Formación,,
Informática,Made in Verse SL,,isaac@uma.es,658036072,Isaac Agudo Ruiz,CEO,,
Artes gráficas,Boca Boca Digital,,enrique.benitez@agenciaidea.es,636867257,Enrique Javier Benítez Palma,Área de Promoción,,
Artes gráficas,Rinova SL,,josem.gomez.ruiz@juntadeandalucia.es,697956512,José María Gómez Ruiz,Gabinete Estratégico,,
Artes gráficas,Solbyte,,srico@integran.es,692634173,Sebastian Rico Vargas,CEO,,
Artes gráficas,Fruteka,,chico@spicyx.es,673038098,Jose Manuel Requena Lara,CEO ,,
Artes gráficas,Cooking&Publishing ,,juanmaronese@madeinverse.com ,658741791,Juan Antonio Maronese,CEO,,
Artes gráficas,EY GDS Spain,,juanjo@bocabocadigital.com,613099152,Juan José Rodriguez Román,CEO,,
Artes gráficas,Afán Marketing,,davidgg@rinova.es,640857478,David Garcia Gonzalez,Learning & Technology Manager,,
Artes gráficas,Railway Innovation Hub,,lauragomez@solbyte.com,622177656,Laura Gómez García,Directiva,,
Artes gráficas,Smart City Cluster,,genaro.espin@fruteka.com,663877913,"Genaro Espin Martin, Maria Alejandra Villamizar Sarmiento",CEO y Fundador,,
Artes gráficas,Voson Engine,,ancerlop@gmail.com,657219277,Andrés Cervantes López,Productor,,
Artes gráficas,Accenture,,maria.morac@viewnext.com,669771091,María Mora Castilla,DPE Cuenta Santander,,
Artes gráficas,Acosol S.A.,,afernandezc@viewnext.com,630950731,Ana Isabel Fernández Calzado,Talent Practice & Consultant Leader,,
Artes gráficas,Veolia Servicios LECAM,,Nancy.E.Martinez@gds.ey.com,616152196,Nancy Martínez ,Talent Acquisition,,
Artes gráficas,UBORA,,claudioflores@afanmarketing.com,689309015,Claudio Flores Beloso,Director Comercial,,
Artes gráficas,Bilba Constructora (Sinerba Holding),,marta.montero@railwayinnovationhub.com,607328728,Marta Montero Cabrera ,Directora General,,
Artes gráficas,LOS NOGALES SL,,gustavo@smartcitycluster.org,659339379,Gustavo Ballesteros Moreno,Director Relaciones Externas,,
Artes gráficas,Serconsa Rehabilitaciones S.L.,,jgrilustracion@gmail.com,607610440,Julio Garzón Reina,Desarrollador,,
Artes gráficas,Lumon España,,alejandro.gaitan@dekra.com,676500653,Alejandro Gaitán,Talent,,
Informática ,TDK Electronics Componets S.A.U,,,,Silvia Mata invernon,,,
Artes gráficas,Elecnor Servicios y Proyectos S.A.U.,,,,Alain Uceda Pérez,,,
Informática ,"ASCENSORES ZENER GRUPO ARMONIZA, S.L.U.",,,,Lourdes Cruz Ochotorena,,,
"Madera, edificación y obra civil",KEYTER INTARCON OPERATIONS,,,,Nuria Iglesias  Bernal,,,
"Madera, edificación y obra civil","COMEJI, S.A. ",,r.cubiles@acosol.es,663513561,Ricardo Cubiles Domínguez,Administrativo,,
"Madera, edificación y obra civil",David gonzalez,,maria-dolores.pimentel-esteban@veolia.com,656196295,Lola Pimentel,Técnico RRHH,,
"Madera, edificación y obra civil",Spm Construccion en Andalucia ,,carlosdelasheras@uborasolar.com,671449787,Carlos,ceo,,
"Madera, edificación y obra civil",KW SOLUTIONS SL ,,beazafe@icloud.com ,650499542,Beatriz Zambruno Fernández,Directora RRHH,,
Electricidad,PELUQUERIA ADA REGUERO,,gonzalezretamero@gmail.com,610383959,ANTONIO GONZALEZ RETAMERO,ADMINISTRADOR,,
Instalaciones y mantenimiento,SPM Prevención Andaluza,,manuelguerrero@serconsa.es,691319554,Manuel Guerrero,Técnico,,
Instalaciones y mantenimiento,Consejería de educación,,david.vargas@lumon.com,653075923,David García Vargas,HRBP - Técnico de RRHH,,
Instalaciones y mantenimiento,IES Santa Barbara,,nfernandeze@sando.com,600721663,Noelia Fernández Esteban,RRHH,,
Instalaciones y mantenimiento,Delegación Territorial Salud y Consumo en Málaga. Junta de Andalucía.,,r.cubiles@acosol.es / formacion@acosol.es,663519561,Ricardo Cubiles Domínguez,Administrativo de Formación,,
Instalaciones y mantenimiento,Hospital Universitario Virgen de la Victoria,,Miguel.Guerrero@tdk.com,+34 952 648 324,Miguel Ángel Guerrero Cárdenas,Director RRHH,,
Instalaciones y mantenimiento,"Ferrer Cámara Asociados, S.L.",,fernandez.jm@elecnor.es,650027345,Juan Manuel Fernández López,Jefe Centro Trabajo Reformas Andalucía Oriental,,
Instalaciones y mantenimiento,RENTOKIL INITIAL ESPAÑA S.A.,,rrhh2@ascensores.com,677512927,JUAN ANTONIO ARANDA,DELEGADO DE ANDALUCÍA,,
Instalaciones y mantenimiento,"Laboratorios de Tecnología Estructural, S.L",,amarquez@keyter-intarcon.com,638093596,Ana Márquez,Técnica de Desarrollo de Talento,,
Instalaciones y mantenimiento,RAPIPLAGA S.L.,,administracion@comeji.com,952438562,ALBERTO MERIDA CUETO,ADMINISTRADOR,,
 Energía y agua,MetaMedicsVR,,gonzalezrupprechtd@gmail.com,653400892,David,David González carvajal,,
Instalaciones y mantenimiento,Hospital Regional de Malaga,,eveliaalarcon@somconstruccion.com,657379804,Evelia,Técnico PRL,,
Instalaciones y mantenimiento,Asociación de Consorcios y Servicios de Bomberos de España,,elisabeth.lara@kwsolutions.es,674316616,ELISABETH LARA ,DPTO COMERCIAL ,,
"Madera, edificación y obra civil",INFOCA,,mam@torcal.es,600950600,MIGUEL ALDANA MUÑOZ,DIRECTOR,,
"Madera, edificación y obra civil",DT Salud,,taller@malagaservice.com,669359119,JUAN ANTONIO CRUZ RAMOS,GERENTE,,
"Madera, edificación y obra civil",Consorcio de Bomberos de Málaga,,ADA@ADAREGUERO.COM,952213191,LAURA,ESTILISTA,,
"Madera, edificación y obra civil",SSA consultores,,fromero@acpmalaga.com,609555031,Paco Romera,,,
"Madera, edificación y obra civil",Delegación Territorial de Medio Ambiente,,eveliaalarcon@spmconstruccion.com,657782832,Evelia Alarcón,,,
"Madera, edificación y obra civil",ASOAN,,fernandez.jm@elecnor.es,"650027345
951978824",Juan Manuel Fernández López,Jefe de CT Andalucía Oriental,,
 Seguridad y Medio ambiente,Casa Ángeles ,,idelapascua@malaga.eu,951928496,Mª de la Paz Flores Delgado,Concejala de Educación y Fomento del Empleo,,
 Seguridad y Medio ambiente,Apprende Benalmádena ,,monicapegalajar@ieslitoral.es,656825146,Mónica Pegalajar Maeso,docente,,
 Seguridad y Medio ambiente,MALAGA INCLUSIVA COCEMFE,,amuncue170@g.educaand.es,635328781,Ángel Manuel Muñoz Cuevas,Tutor dual Prótesis dentales mañana,,
 Seguridad y Medio ambiente,IES Jardines de Puerta Oscura (Málaga),,javier.bueno@juntadeandalucia.es,639582653,Javier Bueno Ruiz,Jefe Servicio Planificación y Evaluación de Recursos,,
 Seguridad y Medio ambiente,Ilunion facilita services,,alfonsoa.martin.sspa@juntadeandalucia.es,951293140,Alfonso Martin Buiga,Técnico de Formación,,
 Seguridad y Medio ambiente,ILUNION Facility Services ,,r.cubiles@acosol.es,663519561,Ricardo Cubiles Domínguez,Administrativo de Formación,,
 Seguridad y Medio ambiente,CRUZ ROJA ,,ferrertecnicadental@gmail.com,695384965,Julián Ferrer ,Ceo ,,
 Seguridad y Medio ambiente,TAMARA DAVID SL,,enrique.corella@rentokil.com,650398624,Enrique Corella López,NATIONAL TECHNICAL SUPPORT,,
 Seguridad y Medio ambiente,LOGISTA PARCEL,,fagenjo@laboratorioslte.com,662 665 258,Francisco José Jiménez,Director técnico y Responsable de administración,,
 Seguridad y Medio ambiente,Aspaym Málaga,,info@arqueoeduca.es,656830830,Carmen,Gerente,,
 Seguridad y Medio ambiente,Entre Tramites,,INFO@RAPIPLAGA.COM,644412885,JUAN ,SUPERVISOR,,
 Seguridad y Medio ambiente,JD Sports,,beatriz@metamedicsvr.com,669901143,Beatriz ,Chief Operating Officer,,
 Seguridad y Medio ambiente,Hiágora ,,md.menendez.sspa@juntadeandalucia.es,647231778,Maria Dolores Menéndez Rueda,Tecnico en Funcion Adtva Unidad de Formación HRUM,,
 Seguridad y Medio ambiente,ASOCIACION DE CONSIGNATARIOS Y EMPRESAS PORTUARIAS DE MALAGA,,gerencia@conbe.org,606377677,José Antonio Ramírez García,Gerente,,
 Seguridad y Medio ambiente,CEM,,,,Miguel Marbán de Frutos,,,
 Seguridad y Medio ambiente,SILMA SOLAR S.L.,,,,Carlos Bautista Ojeda,,,
 Seguridad y Medio ambiente,Picking Málaga,,LozanoBA@vithas.es,639382616,Ángela Lozano Barrera,Responsable de personas,,
 Seguridad y Medio ambiente,Global Racket,,,,Francisco Soriano,Jefe técnico,,
 Seguridad y Medio ambiente,FEDERACIÓN ANDALUZA DE TENIS,,,,Ricardo Velasco,,,
 Seguridad y Medio ambiente,"AMS CENTRO MEDICO DEL EJERCICIO, S.L.",,,,Rafi Angosto Trillo,Secretaria General,,
 Seguridad y Medio ambiente,Ayuntamiento de Benalmádena Área de Deporte ,,,,Conchita Rico Nestares,Presidenta,,
 Seguridad y Medio ambiente,SBKL 1130 CONSULTORES S.L. ,,,,Violeta Segura,RRHH,,
Servicios socioculturales y a la comunidad,Medios Acuáticos SLU,,Trabajosocial@casaangeles.es,686582963,Paula Ortiz Delgado,Trabajadora social,,
Servicios socioculturales y a la comunidad,Vals Sport ,,uedcatalinaguerreroaviles@gmail.com,647566850,ISABEL MARÍA JIMÉNEZ MARTÍNEZ,PSICÓLOGA,,
Servicios socioculturales y a la comunidad,BeOne Fitness &Sport,,carolinaescobarsierra@gmail.com,664853429,Carolina ,Trabajadora Social ,,
Servicios socioculturales y a la comunidad,Hotel Marriott Playa Andaluza en Estepona,,csamaniego.inserta@fundaciononce.es,653239800,Carlos SAMANIEGO ,Técnico consultor,,
Servicios socioculturales y a la comunidad,Medios Acuáticos ,,idelapascua@malaga.es,615897606,MARÍA DE LA PAZ FLORES DELGADO-CONCEJALA DE EDUCACIÓN Y FOMENTO DEL EMPLEO,CONCEJALA DE EDUCACIÓN Y FOMENTO DEL EMPLEO ,,
Servicios socioculturales y a la comunidad,"MONDAT BAKER, S.L ",,cgalan@malaga.eu,655366086,CRISTINA GALÁN GÁMEZ,ASESORA DEL ÁREA DE EDUCACIÓN,,
Servicios socioculturales y a la comunidad,MATADEROS INDUSTRIALES SOLER SA,,malagainclusiva@gmail.com,649396230,PEPI BOHORQUEZ TORO,COORDINADORA GENERAL,,
Servicios socioculturales y a la comunidad,MORATO IBERIA S.L.U.,,YFLORIDO@PRODIVERSA.EU,600753488,YOLANDA FLORIDO MALDONADO,COORDINACION AREAC ACCION SOCIAL,,
Servicios socioculturales y a la comunidad,ASAJA MALAGA,,Javierjerez@mitaddelcielo.org,682110199,Javier ,Técnico prospección laboral,,
Servicios socioculturales y a la comunidad,Daniel Lopez Pérez ,,or2benito@iespuertaoscura.net,686312257,Benito Velasco,Orientador educativo,,
Servicios socioculturales y a la comunidad,TROPS,,arojas@ymca.es,622210190,Ana Rojas ,Técnica de empleo,,
Servicios socioculturales y a la comunidad,Cooperativas agroalimentarias de Andalucia en Málaga,,info@codenaf.org,622085732,ADEL BABA EL MOKHTARI,PRESIDENTE,,
Servicios socioculturales y a la comunidad,Ayuntamiento de Málaga ,,residenciaarchidona@geron.es,695651249,ISABEL ALÉS,DIRECTORA RESIDENCIA DE MAYORES,,
Servicios socioculturales y a la comunidad,Tropicales abonos Vélez,,jdorado@mitaddelcielo.org,628815841,Juan de Dios Dorado Caño,Intermediador/prospector laboral,,
Servicios socioculturales y a la comunidad,Hotel la Zambra ,,pgajete@prodiversa.eu,692178908,PILAR GAJETE VILLALOBOS,TECNICO ORIENTACIÓN- INTERMEDIACION,,
Servicios socioculturales y a la comunidad,RESTOADMIN SL ,,elenarv_90@hotmail.com,645101463,Elena Ranea,Trabajadora social,,
Servicios socioculturales y a la comunidad,RAMLER ,,asociacion@mitaddelcielo.org,613061055,Almudena Aparicio ,Coordinadora ,,
Servicios socioculturales y a la comunidad,Holiday World,,maricarmenalvarez@mitaddelcielo.org,613061055,Mari Carmen Álvarez Alcaide,Orientadora laboral,,
Servicios socioculturales y a la comunidad,,,m.valera@arrabalempleo.org,663932151,Manuel Valera,Técnico - Área empleabilidad ,,
